"","x","vol","protein","absorbance"
"1462",731,17.5375375375375,"a280",0.275323489308357
"1463",732,17.5615615615616,"a254",0.188176675103605
"1464",732,17.5615615615616,"a280",0.249527915474027
"1465",733,17.5855855855856,"a254",0.203430599942803
"1466",733,17.5855855855856,"a280",0.167867417447269
"1467",734,17.6096096096096,"a254",-0.153330917181447
"1468",734,17.6096096096096,"a280",0.21759009277448
"1469",735,17.6336336336336,"a254",0.194577349927276
"1470",735,17.6336336336336,"a280",0.179299760330468
"1471",736,17.6576576576577,"a254",0.0733012767229229
"1472",736,17.6576576576577,"a280",0.222712128143758
"1473",737,17.6816816816817,"a254",0.163993393937126
"1474",737,17.6816816816817,"a280",0.259358097519725
"1475",738,17.7057057057057,"a254",0.160854787044227
"1476",738,17.7057057057057,"a280",0.0500486355274916
"1477",739,17.7297297297297,"a254",-0.054440010022372
"1478",739,17.7297297297297,"a280",0.319254157040268
"1479",740,17.7537537537538,"a254",-0.0461106451787055
"1480",740,17.7537537537538,"a280",-0.0487292245030403
"1481",741,17.7777777777778,"a254",-0.000347569966688759
"1482",741,17.7777777777778,"a280",0.0275872809812427
"1483",742,17.8018018018018,"a254",0.0215083481557667
"1484",742,17.8018018018018,"a280",-0.104085735976696
"1485",743,17.8258258258258,"a254",0.124801734760404
"1486",743,17.8258258258258,"a280",-0.152418373245746
"1487",744,17.8498498498498,"a254",0.151867993650958
"1488",744,17.8498498498498,"a280",-0.0250986925326288
"1489",745,17.8738738738739,"a254",0.0714375471323728
"1490",745,17.8738738738739,"a280",-0.335635888762772
"1491",746,17.8978978978979,"a254",0.102113952003419
"1492",746,17.8978978978979,"a280",-0.00505150584504011
"1493",747,17.9219219219219,"a254",-0.000660048956051471
"1494",747,17.9219219219219,"a280",-0.0973897691816091
"1495",748,17.9459459459459,"a254",-0.179023341191933
"1496",748,17.9459459459459,"a280",0.228899670485407
"1497",749,17.96996996997,"a254",-0.0734781489148736
"1498",749,17.96996996997,"a280",0.287531326338649
"1499",750,17.993993993994,"a254",-0.00374609585851431
"1500",750,17.993993993994,"a280",-0.193591249734163
"1501",751,18.018018018018,"a254",0.00795847157016398
"1502",751,18.018018018018,"a280",-0.0552954053506255
"1503",752,18.042042042042,"a254",-0.161300094947219
"1504",752,18.042042042042,"a280",-0.0743054622784257
"1505",753,18.0660660660661,"a254",-0.00153047537431121
"1506",753,18.0660660660661,"a280",-0.163086900860071
"1507",754,18.0900900900901,"a254",0.0831928441021591
"1508",754,18.0900900900901,"a280",0.204941435996443
"1509",755,18.1141141141141,"a254",0.182576645063236
"1510",755,18.1141141141141,"a280",0.218066842202097
"1511",756,18.1381381381381,"a254",-0.0485016112681478
"1512",756,18.1381381381381,"a280",-0.0462216328829527
"1513",757,18.1621621621622,"a254",-0.0855866257473826
"1514",757,18.1621621621622,"a280",0.372843410167843
"1515",758,18.1861861861862,"a254",0.00174321122467519
"1516",758,18.1861861861862,"a280",-0.042891807295382
"1517",759,18.2102102102102,"a254",0.0563508269749582
"1518",759,18.2102102102102,"a280",0.106935494579375
